movie_id,title,genres,director,actor,language,country,year
1085,"Old Man and the Sea, The","['Adventure', 'Drama']",John_Sturges,['Spencer_Tracy'],['English'],['United_States'],1958
1086,Dial M for Murder,"['Mystery', 'Thriller']",Alfred_Hitchcock,"['Anthony_Dawson', 'John_Williams', 'Ray_Milland', 'Grace_Kelly', 'Robert_Cummings']",['English'],['United_States'],1954
1087,Madame Butterfly,['Musical'],Sidney_Olcott,['Mary_Pickford'],"['English', 'Silent']",['United_States'],1995
1088,Dirty Dancing,"['Musical', 'Romance']",Emile_Ardolino,"['Patrick_Swayze', 'Jerry_Orbach', 'Jennifer_Grey', 'Cynthia_Rhodes']",['English'],['United_States'],1987
1089,Reservoir Dogs,"['Crime', 'Thriller']",Quentin_Tarantino,"['Harvey_Keitel', 'Chris_Penn', 'Tim_Roth', 'Steve_Buscemi', 'Lawrence_Tierney', 'Michael_Madsen']",['English'],['United_States'],1992
1090,Platoon,"['Drama', 'War']",Oliver_Stone,"['Tom_Berenger', 'Willem_Dafoe', 'Charlie_Sheen']",['English'],['United_States'],1986
1091,Weekend at Bernie's,['Comedy'],Robert_Klane,"['Terry_Kiser', 'Andrew_McCarthy', 'Barry_Bostwick', 'Jonathan_Silverman']",['English'],['United_States'],1989
1092,Basic Instinct,"['Mystery', 'Thriller']",Michael_Caton-Jones,"['David_Thewlis', 'David_Morrissey', 'Charlotte_Rampling', 'Sharon_Stone']",['English'],"['United_Kingdom', 'Spain', 'Germany', 'United_States']",1992
1093,"Doors, The","['Drama', 'Musical']",Oliver_Stone,"['Kyle_MacLachlan', 'Frank_Whaley', 'Kathleen_Quinlan', 'Val_Kilmer', 'Billy_Idol', 'Meg_Ryan', 'Kevin_Dillon', 'Michael_Madsen']",['English'],['United_States'],1991
1094,"Crying Game, The","['Drama', 'Romance', 'War']",Neil_Jordan,"['Stephen_Rea', 'Forest_Whitaker', 'Miranda_Richardson', 'Jaye_Davidson']",['English'],[''],1992
1095,Glengarry Glen Ross,['Drama'],James_Foley,"['Al_Pacino', 'Alan_Arkin', 'Jack_Lemmon', 'Kevin_Spacey', 'Ed_Harris', 'Alec_Baldwin', 'Jonathan_Pryce']",['English'],['United_States'],1992
1096,Sophie's Choice,['Drama'],Alan_J._Pakula,"['Kevin_Kline', 'Meryl_Streep', 'Peter_MacNicol']",[''],['United_States'],1982
1097,E.T. the Extra-Terrestrial,"[""Children's"", 'Drama', 'Fantasy', 'Sci-Fi']",Steven_Spielberg,"['Drew_Barrymore', 'Peter_Coyote', 'Henry_Thomas', 'Dee_Wallace', 'Robert_MacNaughton']",['English'],['United_States'],1982
1098,"Search for One-eye Jimmy, The",['Comedy'],,[''],[''],[''],1996
1099,"Christmas Carol, A",['Drama'],Robert_Zemeckis,"['Colin_Firth', 'Cary_Elwes', 'Robin_Wright', 'Jim_Carrey', 'Gary_Oldman', 'Bob_Hoskins']",['English'],['United_States'],1938
1100,Days of Thunder,"['Action', 'Romance']",Tony_Scott,"['Robert_Duvall', 'Cary_Elwes', 'Randy_Quaid', 'Tom_Cruise', 'Nicole_Kidman', 'Michael_Rooker']",['English'],['United_States'],1990
1101,Top Gun,"['Action', 'Romance']",Ray_Nazarro,['Sterling_Hayden'],['English'],['United_States'],1986
1102,American Strays,['Action'],,"['Carol_Kane', 'Sam_J._Jones', 'Luke_Perry', 'John_Savage', 'Brion_James', 'Jennifer_Tilly', 'Joe_Viterelli', 'James_Russo', 'Eric_Roberts']",['English'],['United_States'],1996
1103,Rebel Without a Cause,['Drama'],Nicholas_Ray,"['Natalie_Wood', 'Ann_Doran', 'Jim_Backus', 'William_Hopper', 'Sal_Mineo', 'Corey_Allen', 'James_Dean']",['English'],['United_States'],1955
1104,"Streetcar Named Desire, A",['Drama'],Elia_Kazan,"['Marlon_Brando', 'Vivien_Leigh', 'Kim_Hunter', 'Karl_Malden']",['English'],['United_States'],1951
1105,Children of the Corn IV: The Gathering,['Horror'],,"['Naomi_Watts', 'Brent_Jennings', 'Karen_Black']",['English'],['United_States'],1996
1106,"Leopard Son, The",['Documentary'],,[''],[''],[''],1996
1107,Loser,['Comedy'],,[''],[''],[''],1991
1108,Prerokbe Ognja,['Documentary'],,[''],[''],[''],1995
1109,Charm's Incidents,['Drama'],,[''],[''],[''],1996
1110,Bird of Prey,['Action'],,[''],[''],[''],1996
1111,Microcosmos (Microcosmos: Le peuple de l'herbe),['Documentary'],,[''],"['English', 'French']","['Switzerland', 'France', 'Italy', 'United_Kingdom']",1996
1112,Palookaville,"['Action', 'Drama']",Alan_Taylor,"['Vincent_Gallo', 'William_Forsythe', 'Frances_McDormand']",['English'],['United_States'],1996
1113,"Associate, The",['Comedy'],,[''],[''],[''],1996
1114,"Funeral, The",['Drama'],Guy_Hamilton,"['Michael_Caine', 'Eva_Renzi', 'Oscar_Homolka', 'Paul_Hubschmid']",['English'],['United_Kingdom'],1996
1115,Sleepover,"['Comedy', 'Drama']",Joe_Nussbaum,"['Alexa_PenaVega', 'Mika_Boorem', 'Steve_Carell', 'Brie_Larson', 'Jeff_Garlin', 'Jane_Lynch', 'Sara_Paxton']",['English'],['United_States'],1995
1116,"Single Girl, A (La Fille Seule)",['Drama'],,[''],[''],[''],1995
1117,"Eighth Day, The (Le Huitième jour )",['Drama'],,[''],[''],[''],1996
1118,Tashunga,"['Adventure', 'Western']",,[''],[''],[''],1995
1119,Drunks,['Drama'],Lou_Breslow,"['Frank_Moran', 'Jack_Lipson', 'William_Irving', 'Dorothy_Granger', 'Dutch_Hendrian', 'Arthur_Housman', 'Moe_Howard', 'Curly_Howard', 'Billy_Bletcher', 'Al_Hill', 'Larry_Fine']",['English'],['United_States'],1997
1120,"People vs. Larry Flynt, The",['Drama'],Miloš_Forman,"['Woody_Harrelson', 'Courtney_Love', 'Edward_Norton']",['English'],['United_States'],1996
1121,Glory Daze,['Drama'],,[''],[''],[''],1996
1122,Plutonium Circus,['Documentary'],,[''],[''],[''],1995
1123,"Perfect Candidate, A",['Documentary'],,[''],[''],[''],1996
1124,On Golden Pond,['Drama'],Mark_Rydell,"['Henry_Fonda', 'Jane_Fonda', 'Katharine_Hepburn', 'William_Lanteau', 'Dabney_Coleman', 'Doug_McKeon']",['English'],['United_States'],1981
1125,"Return of the Pink Panther, The",['Comedy'],Blake_Edwards,"['Herbert_Lom', 'Christopher_Plummer', 'Catherine_Schell', 'Peter_Sellers']",['English'],"['United_Kingdom', 'United_States']",1974
1126,Drop Dead Fred,"['Comedy', 'Fantasy']",Ate_de_Jong,"['Carrie_Fisher', 'Marsha_Mason', 'Rik_Mayall', 'Phoebe_Cates', 'Tim_Matheson']",['English'],"['United_Kingdom', 'United_States']",1991
1127,"Abyss, The","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",James_Cameron,"['Bill_Paxton', 'James_Cameron']",['English'],['United_States'],1989
1128,"Fog, The",['Horror'],John_Carpenter,"['Hal_Holbrook', 'Nancy_Loomis', 'Tom_Atkins', 'Charles_Cyphers', 'John_Houseman', 'Adrienne_Barbeau', 'Jamie_Lee_Curtis', 'Janet_Leigh']",['English'],['United_States'],1980
1129,Escape from New York,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",John_Carpenter,"['Ernest_Borgnine', 'Isaac_Hayes', 'Lee_Van_Cleef', 'Donald_Pleasence', 'Adrienne_Barbeau', 'Harry_Dean_Stanton', 'Kurt_Russell']",['English'],['United_States'],1981
1130,"Howling, The",['Horror'],,"['Michele_Matheson', 'Bruce_Payne', 'Antonio_Fargas', 'Carol_Lynley']",['English'],"['United_Kingdom', 'United_States']",1980
1131,Jean de Florette,['Drama'],Claude_Berri,"['Daniel_Auteuil', 'Gérard_Depardieu', 'Yves_Montand']",['French'],"['Switzerland', 'France', 'Italy']",1986
1132,Manon of the Spring (Manon des sources),['Drama'],Claude_Berri,"['Daniel_Auteuil', 'Yves_Montand', 'Emmanuelle_Béart', 'Hippolyte_Girardot']",['French'],"['Switzerland', 'France', 'Italy']",1986
1133,Talking About Sex,"['Comedy', 'Drama']",,[''],[''],[''],1994
1134,Johnny 100 Pesos,"['Action', 'Drama']",,[''],[''],[''],1993
1135,Private Benjamin,['Comedy'],,[''],[''],[''],1980
1136,Monty Python and the Holy Grail,['Comedy'],Terry_Gilliam|Terry_Jones,"['Graham_Chapman', 'Eric_Idle', 'Terry_Gilliam', 'Terry_Jones', 'John_Cleese', 'Michael_Palin']",['English'],['United_Kingdom'],1974
1137,Hustler White,['Romance'],Rick_Castro|Bruce_LaBruce,"['Tony_Ward', 'Bruce_LaBruce']",['English'],['United_States'],1996
1138,Dadetown,['Documentary'],,[''],[''],[''],1995
1139,Everything Relative,['Drama'],,[''],[''],[''],1996
1140,Entertaining Angels: The Dorothy Day Story,['Drama'],,"['Lenny_Von_Dohlen', 'Moira_Kelly', 'Heather_Graham', 'Martin_Sheen']",['English'],['United_States'],1996
1141,Hoogste tijd,['Drama'],,[''],[''],[''],1995
1142,Get Over It,['Drama'],Tommy_O'Haver,"['Martin_Short', 'Colin_Hanks', 'Ben_Foster', 'Melissa_Sagemiller', 'Kirsten_Dunst', 'Shane_West', 'Sisqó']",['English'],['United_States'],1996
1143,Three Lives and Only One Death,['Comedy'],Raúl_Ruiz,['Marcello_Mastroianni'],['French'],['France'],1996
1144,"Line King: Al Hirschfeld, The",['Documentary'],,[''],[''],[''],1996
1145,Snowriders,['Documentary'],,[''],[''],[''],1996
1146,Curtis's Charm,"['Comedy', 'Drama']",,[''],[''],[''],1995
1147,When We Were Kings,['Documentary'],Leon_Gast,"['The_Crusaders', 'James_Brown', 'Muhammad_Ali', 'George_Foreman', 'George_Plimpton', 'Norman_Mailer', 'The_Spinners', 'Spike_Lee', 'B.B._King']",['English'],['United_States'],1996
1148,"Wrong Trousers, The","['Animation', 'Comedy']",Nick_Park,['Peter_Sallis'],['English'],['United_Kingdom'],1993
1149,JLG/JLG - autoportrait de décembre,"['Documentary', 'Drama']",,[''],[''],[''],1994
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le)",['Drama'],,[''],[''],[''],1982
1151,Faust,"['Animation', 'Comedy', 'Thriller']",Jan_Švankmajer,"['Petr_Čepek', 'Jan_Kraus']","['Latin', 'Czech']","['United_Kingdom', 'Czech_Republic', 'United_States', 'France', 'Germany']",1994
1152,He Walked by Night,"['Crime', 'Film-Noir', 'Thriller']",,[''],[''],[''],1948
1153,Raw Deal,['Film-Noir'],Anthony_Mann,"['Claire_Trevor', 'Marsha_Hunt', ""Dennis_O'Keefe""]",['English'],['United_States'],1948
1154,T-Men,['Film-Noir'],,[''],[''],[''],1947
1155,"Invitation, The (Zaproszenie)",['Drama'],,[''],[''],[''],1986
1156,"Children Are Watching us, The (Bambini ci guardano, I)",['Drama'],,[''],[''],[''],1942
1157,"Symphonie pastorale, La",['Drama'],,[''],[''],[''],1946
1158,Here Comes Cookie,['Comedy'],,[''],[''],[''],1935
1159,Love in Bloom,['Romance'],,[''],[''],[''],1935
1160,Six of a Kind,['Comedy'],Leo_McCarey,"['Charles_Ruggles', 'W.C._Fields', 'Gracie_Allen', 'Mary_Boland', 'George_Burns']",['English'],['United_States'],1934
1161,"Tin Drum, The (Blechtrommel, Die)",['Drama'],,[''],[''],[''],1979
1162,"Ruling Class, The",['Comedy'],,[''],[''],[''],1972
1163,Mina Tannenbaum,['Drama'],Martine_Dugowson,"['Artus_de_Penguern', 'Romane_Bohringer', 'Jean-Louis_Sbille', 'Elsa_Zylberstein', 'Florence_Thomassin']",['French'],['France'],1994
1164,Two or Three Things I Know About Her,['Drama'],Jean-Luc_Godard,['Marina_Vlady'],['French'],['France'],1966
1165,"Bloody Child, The","['Drama', 'Thriller']",,[''],[''],[''],1996
1166,Farmer & Chase,['Comedy'],Anna_Reeves,[''],['English'],"['United_Kingdom', 'Australia']",1995
1167,Dear God,['Comedy'],Garry_Marshall,"['Roscoe_Lee_Browne', 'Laurie_Metcalf', 'Jon_Seda', 'Greg_Kinnear', 'Tim_Conway', 'Héctor_Elizondo', 'Maria_Pitillo']",['English'],['United_States'],1996
1168,Bad Moon,['Horror'],Eric_Red,"['Michael_Paré', 'Mariel_Hemingway']",['English'],"['Canada', 'United_States']",1996
1169,American Dream,['Documentary'],Barbara_Kopple,[''],['English'],"['United_Kingdom', 'United_States']",1990
1170,Best of the Best 3: No Turning Back,['Action'],Phillip_Rhee,"['Gina_Gershon', 'Phillip_Rhee']",['English'],['United_States'],1995
1171,Bob Roberts,['Comedy'],Tim_Robbins,"['Giancarlo_Esposito', 'John_Cusack', 'Susan_Sarandon', 'Peter_Gallagher', 'Alan_Rickman', 'Tim_Robbins', 'Fred_Ward', 'Gore_Vidal', 'James_Spader', 'Ray_Wise']",['English'],['United_States'],1992
1172,Cinema Paradiso,"['Comedy', 'Drama', 'Romance']",Giuseppe_Tornatore,"['Pupella_Maggio', 'Salvatore_Cascio', 'Jacques_Perrin', 'Antonella_Attili', 'Marco_Leonardi', 'Philippe_Noiret']","['English', 'Sicilian', 'Portuguese', 'Italian']","['France', 'Italy']",1988
1173,"Cook the Thief His Wife & Her Lover, The",['Drama'],Peter_Greenaway,"['Alan_Howard', 'Richard_Bohringer', 'Michael_Gambon', 'Helen_Mirren']",['English'],"['United_Kingdom', 'France']",1989
1174,Grosse Fatigue,['Comedy'],,[''],[''],[''],1994
1175,Delicatessen,"['Comedy', 'Sci-Fi']",,[''],[''],[''],1991
1176,"Double Life of Veronique, The (La Double Vie de Véronique)",['Drama'],,[''],[''],[''],1991
1177,Enchanted April,['Drama'],,[''],[''],[''],1991
1178,Paths of Glory,"['Drama', 'War']",Stanley_Kubrick,"['Ralph_Meeker', 'Adolphe_Menjou', 'Wayne_Morris', 'George_Macready', 'Richard_Anderson', 'Kirk_Douglas']",['English'],['United_States'],1957
1179,"Grifters, The","['Crime', 'Drama', 'Film-Noir']",Stephen_Frears,"['Henry_Jones', 'Charles_Napier', 'John_Cusack', 'J.T._Walsh', 'Pat_Hingle', 'Anjelica_Huston', 'Annette_Bening']",['English'],['United_States'],1990
1180,Hear My Song,['Comedy'],,[''],[''],[''],1991
1181,"Shooter, The",['Action'],,[''],[''],[''],1995
1183,"English Patient, The","['Drama', 'Romance', 'War']",Anthony_Minghella,"['Colin_Firth', 'Julian_Wadham', 'Jürgen_Prochnow', 'Naveen_Andrews', 'Juliette_Binoche', 'Willem_Dafoe', 'Kristin_Scott_Thomas', 'Ralph_Fiennes']","['English', 'German', 'Arabic', 'Italian']","['United_Kingdom', 'United_States']",1996
1184,Mediterraneo,"['Comedy', 'War']",Gabriele_Salvatores,[''],[''],['Italy'],1991
1185,My Left Foot,['Drama'],Jim_Sheridan,"['Adrian_Dunbar', ""Hugh_O'Conor"", 'Fiona_Shaw', 'Ray_McAnally', 'Brenda_Fricker', 'Cyril_Cusack', 'Daniel_Day-Lewis']",['English'],"['United_Kingdom', 'Ireland']",1989
1186,"Sex, Lies, and Videotape",['Drama'],Steven_Soderbergh,"['Laura_San_Giacomo', 'James_Spader', 'Andie_MacDowell', 'Peter_Gallagher']",['English'],['United_States'],1989
1187,Passion Fish,['Drama'],John_Sayles,"['Vondie_Curtis-Hall', 'Leo_Burmester', 'Mary_McDonnell', 'Alfre_Woodard', 'David_Strathairn']",['English'],['United_States'],1992
1188,Strictly Ballroom,"['Comedy', 'Romance']",Baz_Luhrmann,"['Bill_Hunter', 'Paul_Mercurio', 'Tara_Morice', 'Barry_Otto', 'Peter_Whitford', 'Gia_Carides', 'Pat_Thomson']",['English'],['Australia'],1992
1189,"Thin Blue Line, The",['Documentary'],,[''],[''],[''],1988
1190,Tie Me Up! Tie Me Down!,['Drama'],Pedro_Almodóvar,"['Francisco_Rabal', 'Loles_Léon', 'Antonio_Banderas', 'Victoria_Abril']",['Spanish'],['Spain'],1990
1191,Madonna: Truth or Dare,['Documentary'],Alek_Keshishian,['Madonna'],['English'],['United_States'],1991
1192,Paris Is Burning,['Documentary'],Jennie_Livingston,"['Sol_Pendavis_Williams', 'Angie_Xtravaganza', 'Pepper_LaBeija', 'Octavia_St._Laurent', 'Willi_Ninja', 'Venus_Xtravaganza', 'Dorian_Corey']",['English'],['United_States'],1990
1193,One Flew Over the Cuckoo's Nest,['Drama'],Miloš_Forman,"['Louise_Fletcher', 'Jack_Nicholson', 'William_Redfield']",['English'],['United_States'],1975
1194,Up in Smoke,['Comedy'],William_Beaudine,"['David_Gorcey', 'Dick_Elliott', 'Stanley_Clements', 'Eddie_LeRoy', 'Huntz_Hall']",['English'],['United_States'],1978
1196,Star Wars: Episode V - The Empire Strikes Back,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'War']",Irvin_Kershner,"['Kenny_Baker', 'Frank_Oz', 'Carrie_Fisher', 'Anthony_Daniels', 'Harrison_Ford', 'Peter_Mayhew', 'David_Prowse', 'Mark_Hamill', 'Billy_Dee_Williams']",['English'],['United_States'],1980
1197,"Princess Bride, The","['Action', 'Adventure', 'Comedy', 'Romance']",Rob_Reiner,"['Chris_Sarandon', 'Cary_Elwes', 'Wallace_Shawn', 'Christopher_Guest', 'Robin_Wright', 'André_the_Giant', 'Mandy_Patinkin', 'Fred_Savage']",['English'],['United_States'],1987
1198,Raiders of the Lost Ark,"['Action', 'Adventure']",Steven_Spielberg,"['Denholm_Elliott', 'Karen_Allen', 'Harrison_Ford', 'John_Rhys-Davies', 'Paul_Freeman', 'Ronald_Lacey']",['English'],['United_States'],1981
1199,Brazil,['Sci-Fi'],Terry_Gilliam,"['Peter_Vaughan', 'Ian_Holm', 'Robert_De_Niro', 'Ian_Richardson', 'Kim_Greist', 'Katherine_Helmond', 'Michael_Palin', 'Bob_Hoskins', 'Jonathan_Pryce']","['English', 'French', 'German']","['United_Kingdom', 'United_States']",1985
1200,Aliens,"['Action', 'Sci-Fi', 'Thriller', 'War']",James_Cameron,['Sigourney_Weaver'],['English'],[''],1986
1201,"Good, The Bad and The Ugly, The","['Action', 'Western']",Sergio_Leone,"['Aldo_Sambrel', 'Livio_Lorenzon', 'Enzo_Petito', 'Lee_Van_Cleef', 'Aldo_Giuffrè', 'Antonio_Casas', 'Antonio_Molino_Rojo', 'Eli_Wallach', 'Al_Mulock', 'Rada_Rassimov', 'Lorenzo_Robledo', 'Clint_Eastwood', 'Mario_Brega', 'Luigi_Pistilli', 'Sergio_Mendizábal']","['English', 'Spanish', 'Italian']",['Italy'],1966
1202,Withnail and I,['Comedy'],Bruce_Robinson,[''],['English'],['United_Kingdom'],1987
1203,12 Angry Men,['Drama'],Sidney_Lumet,"['Henry_Fonda', 'Ed_Begley', 'E._G._Marshall', 'Jack_Warden', 'Lee_J._Cobb']",['English'],['United_States'],1957
1204,Lawrence of Arabia,"['Adventure', 'War']",David_Lean,"['Jack_Hawkins', 'Omar_Sharif', ""Peter_O'Toole"", 'Anthony_Quinn', 'Alec_Guinness', 'José_Ferrer', 'Arthur_Kennedy', 'Claude_Rains', 'Anthony_Quayle']",['English'],['United_Kingdom'],1962
1205,"Transformers: The Movie, The","['Action', 'Animation', ""Children's"", 'Sci-Fi', 'Thriller', 'War']",,[''],['English'],"['Japan', 'United_States']",1986
1206,"Clockwork Orange, A",['Sci-Fi'],Stanley_Kubrick,"['Adrienne_Corri', 'Malcolm_McDowell', 'Miriam_Karlin', 'Patrick_Magee']",['English'],"['United_Kingdom', 'United_States']",1971
1207,To Kill a Mockingbird,['Drama'],Robert_Mulligan,"['Brock_Peters', 'Gregory_Peck', 'Ruth_White', 'James_Anderson', 'Phillip_Alford', 'Frank_Overton', 'Paul_Fix', 'Mary_Badham']",['English'],['United_States'],1962
1208,Apocalypse Now,"['Drama', 'War']",Francis_Coppola,"['Robert_Duvall', 'Martin_Sheen', 'Dennis_Hopper', 'Larry_Fishburne', 'Marlon_Brando', 'Frederic_Forrest', 'Albert_Hall', 'Sam_Bottoms']",['English'],['United_States'],1979
1209,Once Upon a Time in the West,['Western'],Sergio_Leone,"['Lionel_Stander', 'Keenan_Wynn', 'Claudia_Cardinale', 'Jason_Robards', 'Henry_Fonda', 'Paolo_Stoppa', 'Jack_Elam', 'Woody_Strode', 'Frank_Wolff', 'Charles_Bronson', 'Gabriele_Ferzetti']","['English', 'Italian']","['Italy', 'United_States']",1969
1210,Star Wars: Episode VI - Return of the Jedi,"['Action', 'Adventure', 'Romance', 'Sci-Fi', 'War']",Richard_Marquand,"['Kenny_Baker', 'Frank_Oz', 'Carrie_Fisher', 'Anthony_Daniels', 'Harrison_Ford', 'Peter_Mayhew', 'David_Prowse', 'Mark_Hamill', 'Billy_Dee_Williams']",['English'],['United_States'],1983
1211,Wings of Desire (Der Himmel über Berlin),"['Comedy', 'Drama', 'Romance']",,[''],[''],[''],1987
1212,"Third Man, The","['Mystery', 'Thriller']",Ron_Oliver,"['Sean_Young', 'Sebastian_Spence', 'Chad_Allen', 'Jack_Wetherall']",['English'],"['Canada', 'United_States']",1949
1213,GoodFellas,"['Crime', 'Drama']",Martin_Scorsese,"['Robert_De_Niro', 'Paul_Sorvino', 'Lorraine_Bracco', 'Ray_Liotta', 'Joe_Pesci']",['English'],['United_States'],1990
1214,Alien,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",Ridley_Scott,"['John_Hurt', 'Sigourney_Weaver', 'Veronica_Cartwright', 'Ian_Holm', 'Yaphet_Kotto', 'Tom_Skerritt', 'Harry_Dean_Stanton']",['English'],"['United_Kingdom', 'United_States']",1979
1215,Army of Darkness,"['Action', 'Adventure', 'Comedy', 'Horror', 'Sci-Fi']",Sam_Raimi,[''],['English'],['United_States'],1993
1216,"Big Blue, The (Le Grand Bleu)","['Adventure', 'Romance']",,[''],[''],[''],1988
1217,Ran,"['Drama', 'War']",Akira_Kurosawa,"['Hisashi_Igawa', 'Jinpachi_Nezu', 'Akira_Terao', 'Daisuke_Ryu', 'Tatsuya_Nakadai', 'Mieko_Harada', 'Peter']",['Japanese'],"['Japan', 'France']",1985
1218,"Killer, The (Die xue shuang xiong)","['Action', 'Thriller']",,[''],[''],[''],1989
1219,Psycho,"['Horror', 'Thriller']",Alfred_Hitchcock,"['Anthony_Perkins', 'Martin_Balsam', 'John_Gavin', 'Vera_Miles', 'John_McIntire', 'Janet_Leigh']",['English'],['United_States'],1960
1220,"Blues Brothers, The","['Action', 'Comedy', 'Musical']",John_Landis,"['Aretha_Franklin', 'James_Brown', 'Cab_Calloway', 'Carrie_Fisher', 'Ray_Charles', 'John_Belushi', 'Dan_Aykroyd', 'Henry_Gibson']",['English'],['United_States'],1980
1221,"Godfather: Part II, The","['Action', 'Crime', 'Drama']",Francis_Ford_Coppola,"['Mariana_Hill', 'Robert_Duvall', 'Al_Pacino', 'Robert_De_Niro', 'John_Cazale', 'Morgana_King', 'Lee_Strasberg', 'Talia_Shire', 'Diane_Keaton']","['English', 'Sicilian']",['United_States'],1974
1222,Full Metal Jacket,"['Action', 'Drama', 'War']",Stanley_Kubrick,"['Kevyn_Major_Howard', 'Adam_Baldwin', ""Vincent_D'Onofrio"", 'R._Lee_Ermey', 'Dorian_Harewood', ""Ed_O'Ross"", 'Matthew_Modine', 'Arliss_Howard']",['English'],"['United_Kingdom', 'United_States']",1987
1223,"Grand Day Out, A","['Animation', 'Comedy']",Nick_Park,['Peter_Sallis'],['English'],['United_Kingdom'],1992
1224,Henry V,"['Drama', 'War']",Kenneth_Branagh,"['Derek_Jacobi', 'Ian_Holm', 'Paul_Scofield', 'Brian_Blessed', 'Emma_Thompson', 'Kenneth_Branagh', 'Alec_McCowen', 'Christian_Bale', 'Judi_Dench']","['English', 'French']",['United_Kingdom'],1989
1225,Amadeus,['Drama'],Miloš_Forman,"['Jeffrey_Jones', 'Christine_Ebersole', 'F._Murray_Abraham', 'Elizabeth_Berridge', 'Simon_Callow', 'Charles_Kay', 'Roy_Dotrice', 'Tom_Hulce']",['English'],['United_States'],1984
1226,"Quiet Man, The","['Comedy', 'Romance']",,[''],"['English', 'Irish']",['United_States'],1952
1227,Once Upon a Time in America,"['Crime', 'Drama', 'Thriller']",Sergio_Leone,"['Robert_De_Niro', 'Elizabeth_McGovern', 'James_Woods', 'Tuesday_Weld', 'Burt_Young', 'Joe_Pesci', 'Treat_Williams']",['English'],"['Italy', 'United_States']",1984
1228,Raging Bull,['Drama'],Martin_Scorsese,['Robert_De_Niro'],['English'],['United_States'],1980
1230,Annie Hall,"['Comedy', 'Romance']",Woody_Allen,"['Tony_Roberts', 'Carol_Kane', 'Woody_Allen', 'Shelley_Duvall', 'Colleen_Dewhurst', 'Paul_Simon', 'Janet_Margolin', 'Diane_Keaton', 'Christopher_Walken']","['English', 'German']",['United_States'],1977
1231,"Right Stuff, The",['Drama'],Philip_Kaufman,"['Veronica_Cartwright', 'Sam_Shepard', 'Barbara_Hershey', 'Pamela_Reed', 'Kim_Stanley', 'Scott_Glenn', 'Lance_Henriksen', 'Ed_Harris', 'Fred_Ward', 'Scott_Paulin', 'Charles_Frank', 'Dennis_Quaid']",['English'],['United_States'],1983
1232,Stalker,"['Mystery', 'Sci-Fi']",Andrei_Tarkovsky,"['Anatoly_Solonitsyn', 'Alexander_Kaidanovsky', 'Alisa_Freindlich', 'Nikolai_Grinko']",['Russian'],['Russia'],1979
1233,"Boat, The (Das Boot)","['Action', 'Drama', 'War']",,[''],[''],[''],1981
1234,"Sting, The","['Comedy', 'Crime']",Enzo_G._Castellari,['Jack_Palance'],[''],['Italy'],1973
1235,Harold and Maude,['Comedy'],,[''],['English'],['United_States'],1971
1236,Trust,"['Comedy', 'Drama']",Hal_Hartley,"['Martin_Donovan', 'Edie_Falco', 'Adrienne_Shelly']",[''],['United_States'],1990
1237,"Seventh Seal, The (Sjunde inseglet, Det)",['Drama'],,[''],[''],[''],1957
1238,Local Hero,['Comedy'],,[''],[''],[''],1983
1240,"Terminator, The","['Action', 'Sci-Fi', 'Thriller']",McG,"['Helena_Bonham_Carter', 'Bryce_Dallas_Howard', 'Moon_Bloodgood', 'Sam_Worthington', 'Anton_Yelchin', 'Christian_Bale', 'Common', 'Jane_Alexander']",['English'],['United_States'],1984
1241,Braindead,"['Comedy', 'Horror']",Peter_Jackson,"['Ian_Watkin', 'Elizabeth_Moody', 'Tim_Balme', 'Diana_Peñalver']",['English'],['New_Zealand'],1992
1242,Glory,"['Action', 'Drama', 'War']",Edward_Zwick,"['Morgan_Freeman', 'Denzel_Washington', 'Cary_Elwes', 'Matthew_Broderick']",['English'],['United_States'],1989
1243,Rosencrantz and Guildenstern Are Dead,"['Comedy', 'Drama']",,[''],[''],[''],1990
1244,Manhattan,"['Comedy', 'Drama', 'Romance']",,[''],[''],[''],1979
1245,Miller's Crossing,['Drama'],Coen_brothers,"['Albert_Finney', 'Jon_Polito', 'Marcia_Gay_Harden', 'Gabriel_Byrne', 'John_Turturro', 'J._E._Freeman']",['English'],['United_States'],1990
1246,Dead Poets Society,['Drama'],Peter_Weir,['Robin_Williams'],['English'],['United_States'],1989
1247,"Graduate, The","['Drama', 'Romance']",,['Tashu_Kaushik'],['Telugu'],['India'],1967
1248,Touch of Evil,"['Crime', 'Film-Noir', 'Thriller']",Orson_Welles,"['Zsa_Zsa_Gabor', 'Joseph_Calleia', 'Orson_Welles', 'Akim_Tamiroff', 'Charlton_Heston', 'Marlene_Dietrich', 'Janet_Leigh']",['English'],['United_States'],1958
1249,Nikita (La Femme Nikita),['Thriller'],,[''],[''],[''],1990
1250,"Bridge on the River Kwai, The","['Drama', 'War']",David_Lean,"['Sessue_Hayakawa', 'Jack_Hawkins', 'Alec_Guinness', 'William_Holden']",['English'],"['United_Kingdom', 'United_States']",1957
1251,8 1/2,['Drama'],,[''],[''],[''],1963
